Using Aspen-11
1000 shots
compilation time 0.8091974258422852
run time 1.3978559970855713


Results:
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
1
1
0
0
1
1
1
0
0
1
1
1
1
0
0
0
0
1
1
1
1
0
0
0
0
0
1
0
0
1
0
1
1
1
0
1
1
1
1
1
1
0
1
1
0
0
1
0
1
1
1
1
1
1
0
1
1
1
1
1
1
1
1
1
0
1
0
1
0
0
1
1
1
1
0
1
1
1
1
1
0
0
0
1
0
0
0
1
0
0
0
1
0
1
0
1
0
1
0
0
1
1
0
0
0
1
0
1
0
0
0
1
0
1
0
0
1
1
0
1
1
1
1
1
1
1
0
0
1
0
0
1
1
1
1
1
0
1
0
0
0
1
0
0
0
1
0
1
0
0
1
0
1
1
0
1
1
0
1
1
1
0
1
1
0
1
1
0
0
1
0
1
1
0
1
0
1
1
0
1
1
0
1
0
1
0
1
0
0
0
1
0
0
0
0
0
0
1
1
1
0
0
0
1
0
0
1
0
0
0
0
0
1
0
1
0
0
1
0
1
1
0
1
1
0
1
1
0
1
0
1
1
1
0
1
0
1
1
1
1
0
1
0
1
0
0
1
0
1
0
1
0
1
0
0
1
1
0
0
1
0
1
0
1
1
1
0
0
1
0
1
1
0
1
1
1
1
1
1
0
0
1
0
1
0
0
1
0
0
1
1
1
0
0
0
0
0
1
0
1
1
0
0
0
0
1
0
1
1
1
1
1
0
0
1
0
1
1
1
1
1
0
1
0
1
0
0
0
1
1
0
1
1
0
1
1
1
1
0
0
1
1
1
1
0
1
1
1
1
0
1
0
0
0
0
1
0
1
1
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
1
1
1
1
1
1
0
0
1
0
0
1
1
1
0
1
1
0
0
1
1
1
0
1
1
1
1
0
1
1
1
0
0
0
1
0
1
0
0
1
0
1
0
0
1
1
0
0
1
1
1
1
0
0
1
0
0
1
0
0
0
1
0
0
0
0
0
1
0
0
1
0
1
0
0
0
1
0
0
1
1
0
0
1
1
0
0
0
1
0
1
0
1
0
0
1
0
1
0
1
1
1
1
0
1
0
1
1
0
0
1
1
0
0
0
1
1
1
1
1
1
0
0
0
0
0
1
1
0
1
0
0
0
1
1
0
1
0
1
1
0
1
1
0
1
1
1
0
0
1
1
1
0
0
1
1
1
0
0
1
1
1
1
0
0
0
0
1
1
1
0
1
0
1
0
1
0
1
1
1
1
1
1
1
1
1
0
0
0
1
0
1
0
1
1
0
1
1
0
0
0
0
0
1
0
1
1
0
0
0
0
0
0
1
1
1
0
0
0
1
1
1
0
0
0
1
1
0
0
1
1
1
0
0
1
1
0
0
0
0
0
1
1
1
1
1
1
0
1
1
0
0
0
0
0
0
1
1
0
1
1
1
0
0
0
1
0
0
1
0
1
1
0
1
0
0
1
0
1
0
0
0
0
1
1
1
0
1
1
1
0
1
1
0
0
0
1
0
1
0
1
1
1
0
1
0
1
0
0
0
0
0
1
1
1
0
0
1
0
0
1
1
0
0
1
1
0
1
0
0
0
1
1
1
1
1
1
0
1
1
1
1
1
0
0
0
0
0
0
0
0
1
0
1
1
0
1
1
1
1
1
1
1
0
1
1
1
1
1
0
1
1
1
1
0
1
0
0
1
1
1
1
1
0
1
0
0
0
1
0
0
1
1
1
0
0
1
1
0
1
0
0
1
1
1
1
1
1
1
1
0
1
0
1
1
1
0
0
0
1
0
1
1
1
0
1
0
1
0
0
1
1
0
1
0
1
1
0
0
0
0
1
0
0
0
0
0
1
0
0
1
1
1
0
0
1
0
0
0
0
0
1
1
0
0
0
1
0
0
1
0
0
0
0
1
0
0
1
0
0
1
0
0
0
0
0
0
1
0
1
1
0
1
1
0
0
0
1
1
0
0
1
1
1
0
0
1
0
0
0
1
0
1
0
0
1
1
1
0
1
1
1
0
1
0
0
1
0
0
0
1
0
0
1
0
0
1
0
1
1
1
0
1
1
1
0
0
0
0
0
0
1
1
1
1
0
0
0
1
0
0
0
1
0
1
1
1
1
1
0
0
1
0
1
0
0
1
1
1
0
1
1
1
0
0
1
0
1
0
0
1
1
0
1
1
0
1
1
0
1
0
