Using Aspen-11
10000 shots
compilation time 1.7187767028808594
run time 1.544806718826294


Results:
0
1
1
1
0
1
1
1
0
1
1
1
0
0
0
1
1
0
0
0
1
1
0
0
0
1
0
0
1
0
0
1
1
0
1
1
0
1
1
0
0
1
1
0
0
0
0
0
1
0
1
0
1
1
1
0
1
1
1
0
0
1
1
0
1
0
1
0
0
1
0
0
0
0
1
1
0
1
1
1
0
0
0
1
1
1
1
0
0
0
0
0
1
0
0
0
0
1
1
1
0
0
0
0
1
1
1
1
0
1
0
0
1
0
0
1
0
0
0
0
1
0
1
0
1
0
0
0
1
0
0
1
1
1
1
0
0
0
1
1
0
0
1
0
0
0
1
0
1
0
0
1
1
1
1
0
1
0
0
1
0
1
0
1
1
0
1
1
0
0
0
0
0
1
1
1
1
0
0
0
1
1
0
0
1
0
1
0
0
1
1
0
1
1
1
0
1
0
1
0
1
1
0
1
0
1
0
1
1
1
0
1
0
1
0
1
0
1
0
0
0
0
1
0
1
0
1
0
0
0
1
1
0
0
1
0
0
0
1
1
1
1
1
1
0
1
1
1
0
1
0
0
1
1
0
0
0
1
1
1
0
0
0
0
1
0
1
0
1
0
0
0
1
1
0
0
0
0
0
0
1
0
0
0
0
1
1
0
1
1
1
0
1
0
1
0
1
0
1
0
0
1
1
0
0
0
0
0
1
0
1
1
1
0
1
1
0
1
0
0
1
0
0
0
1
0
1
0
1
1
0
1
1
0
0
0
1
0
1
0
1
1
1
1
0
1
1
1
0
0
1
0
1
0
0
1
0
0
1
1
1
1
0
1
1
1
0
0
1
0
0
0
0
0
0
1
1
1
0
0
1
1
0
0
1
1
0
0
0
0
0
0
1
0
1
1
1
1
1
1
1
0
1
1
1
0
0
1
0
1
1
0
1
1
1
1
1
0
1
1
0
0
0
1
1
1
1
1
0
1
1
1
1
1
1
0
1
0
1
1
1
1
0
0
0
0
1
0
0
1
1
1
0
0
1
0
1
0
1
1
1
1
1
0
1
1
1
0
1
0
0
0
1
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
1
1
1
0
1
0
1
0
1
1
0
1
1
0
1
0
0
1
0
0
0
0
0
0
0
0
1
1
1
0
1
1
0
0
0
1
0
0
0
1
1
1
0
0
0
0
0
1
1
1
0
0
1
1
1
0
0
0
0
0
1
0
0
1
1
0
0
1
1
1
0
0
1
0
1
1
0
0
1
0
1
0
1
0
0
1
1
0
1
0
0
0
0
1
0
1
0
0
0
1
1
0
1
1
1
1
0
0
1
1
1
1
1
0
0
1
0
0
0
0
1
1
1
1
0
1
1
1
1
1
1
1
1
1
0
1
0
1
1
0
0
1
0
0
1
0
1
1
0
0
1
1
1
1
0
1
0
0
1
1
1
0
0
1
0
1
0
0
1
0
1
1
0
1
0
1
0
1
0
1
1
1
1
1
1
0
1
0
0
0
1
0
1
0
0
1
1
1
0
1
1
1
0
1
1
1
1
1
0
1
1
1
1
0
0
0
1
0
1
1
1
1
1
1
1
0
1
1
0
1
0
0
0
1
0
1
0
1
0
1
0
1
1
0
1
1
1
0
0
1
0
1
0
1
0
0
1
1
1
1
0
0
0
1
1
1
1
1
1
0
0
0
1
0
1
0
1
0
1
0
0
1
0
0
0
0
0
1
0
1
0
0
0
1
0
1
0
0
0
1
0
1
0
0
0
0
1
1
1
1
1
1
1
1
1
1
1
1
1
0
0
1
0
0
1
1
1
0
0
1
1
0
0
0
0
1
1
1
0
1
1
0
1
1
1
1
1
0
0
1
1
1
0
0
1
1
0
1
1
0
0
1
1
1
0
1
0
0
0
0
1
0
1
0
0
0
0
1
1
1
0
0
1
0
1
1
1
1
0
0
0
0
0
1
1
0
1
0
1
1
1
0
0
0
0
1
1
0
1
0
0
0
1
1
0
0
0
0
0
1
0
0
1
1
1
0
1
1
1
1
0
1
1
1
0
1
0
1
1
1
0
1
0
0
1
1
0
1
0
1
0
1
0
0
0
0
1
1
0
0
1
1
1
0
1
0
0
0
0
1
0
1
1
1
1
0
0
1
0
1
1
0
0
1
1
1
1
0
0
1
0
0
0
1
0
0
0
0
1
0
1
1
1
1
1
0
1
0
1
0
0
0
0
0
0
0
0
1
0
1
0
0
0
1
1
0
0
0
0
0
0
1
0
1
0
0
0
0
0
1
1
0
0
1
1
0
0
0
1
1
1
0
1
1
1
0
0
0
0
0
0
0
1
1
1
1
1
1
0
0
0
1
0
0
0
0
1
0
1
1
1
1
1
0
1
1
0
0
0
0
1
0
0
1
1
0
1
1
0
0
1
0
1
0
0
1
1
1
0
1
0
1
0
0
1
0
0
1
1
1
1
0
1
0
0
1
1
1
1
0
1
1
0
0
1
1
1
1
0
0
1
1
0
1
0
1
1
0
0
0
1
1
0
0
1
0
1
0
1
0
1
1
1
0
0
1
0
0
0
1
0
1
1
1
0
0
0
0
1
0
1
0
1
0
1
0
0
1
1
0
1
1
0
0
0
0
0
1
0
0
0
1
1
1
0
0
0
0
1
0
0
0
1
1
1
0
1
1
1
1
1
0
1
1
1
1
0
0
1
1
0
0
0
1
0
0
1
1
0
1
0
1
0
0
1
0
0
0
0
1
1
1
1
0
1
1
0
1
1
1
1
0
0
0
0
0
1
1
0
0
0
0
1
1
1
0
1
1
0
1
0
0
0
1
1
0
0
1
0
1
1
1
0
0
0
0
0
1
0
0
0
1
1
0
0
0
0
1
1
0
0
1
1
0
1
1
1
1
1
1
0
0
0
0
0
1
1
1
1
0
1
1
0
1
1
0
1
0
1
1
1
0
1
1
1
0
0
0
0
0
0
0
1
1
1
1
0
1
0
1
0
1
0
1
0
1
1
1
1
1
1
1
0
1
1
0
1
1
1
0
0
1
0
0
0
1
1
0
1
1
1
0
1
1
1
0
1
1
0
1
0
0
1
0
0
1
1
1
1
0
0
0
0
0
1
1
1
1
1
0
0
1
1
1
1
1
0
1
0
1
0
1
1
0
1
1
0
0
1
1
1
1
1
1
1
0
0
0
1
1
1
1
1
1
1
0
1
0
0
1
0
1
0
1
0
1
0
0
0
0
1
0
0
0
1
0
1
1
1
0
1
0
1
0
0
0
1
0
0
1
0
0
1
0
0
1
0
1
1
0
1
1
0
1
1
1
0
1
1
1
0
0
0
1
0
1
1
0
1
1
0
1
1
1
0
1
1
1
0
0
0
0
1
1
1
0
1
1
1
0
1
1
0
1
0
0
1
0
0
1
1
1
1
1
0
1
1
1
0
0
1
1
0
0
0
1
0
0
0
1
1
1
0
0
1
1
1
0
1
1
1
0
1
0
1
1
1
0
1
1
1
0
1
0
0
0
0
1
1
0
1
0
0
0
0
0
1
1
0
0
0
0
